"rom","Name","clone of","pinemHi","tomslogic","superhac","nvrams"
lightnib,"Lightning (Free Play & MOD rev. 19)",lightnin,,,,KO!!
lightnic,"Lightning (Free Play & MOD rev. 25)",lightnin,,,,KO!!
lightnid,"Lightning (Free Play & MOD rev. 27)",lightnin,,,,KO!!
lightnin,"Lightning",,x,x,,OK
lizard,"(Pinball) Lizard (Pinball) Lizard",,,,,KO!!
locomotn,"Locomotion",,,,,KO!!
locomotnf,"Locomotion (Free Play)",locomotn,,,,KO!!
lortium,"Lortium",,,,,KO!!
lostspc,"Lost in Space (1.01, Display 1.02)",,x,x,x,OK
lostspc1,"Lost in Space (1.01, Display 1.01)",lostspc,,x,,KO!!
lostspcf,"Lost in Space (1.01 French)",lostspc,,x,,KO!!
lostspcg,"Lost in Space (1.01 German)",lostspc,,x,,KO!!
lostwldb,"Lost World (Free Play)",lostwrld,x,x,,KO!!
lostwrld,"Lost World",,x,x,,OK
lotr,"Lord of the Rings, The (10.00)",,x,x,x,OK
lotr3,"Lord of the Rings, The (3.00)",lotr,,,,KO!!
lotr4,"Lord of the Rings, The (4.01)",lotr,x,,,KO!!
lotr41,"Lord of the Rings, The (4.10)",lotr,x,,,KO!!
lotr5,"Lord of the Rings, The (5.00)",lotr,x,,,KO!!
lotr51,"Lord of the Rings, The (5.01)",lotr,x,,,KO!!
lotr6,"Lord of the Rings, The (6.00)",lotr,x,,,KO!!
lotr7,"Lord of the Rings, The (7.00)",lotr,x,,,KO!!
lotr8,"Lord of the Rings, The (8.00)",lotr,x,x,,KO!!
lotr9,"Lord of the Rings, The (9.00)",lotr,x,x,,KO!!
lotr_f41,"Lord of the Rings, The (4.10 French)",lotr,x,,,KO!!
lotr_f51,"Lord of the Rings, The (5.01 French)",lotr,x,,,KO!!
lotr_fr,"Lord of the Rings, The (10.00 French)",lotr,x,x,,KO!!
lotr_fr4,"Lord of the Rings, The (4.01 French)",lotr,x,,,KO!!
lotr_fr5,"Lord of the Rings, The (5.00 French)",lotr,x,,,KO!!
lotr_fr6,"Lord of the Rings, The (6.00 French)",lotr,x,,,KO!!
lotr_fr7,"Lord of the Rings, The (7.00 French)",lotr,x,,,KO!!
lotr_fr8,"Lord of the Rings, The (8.00 French)",lotr,x,x,,KO!!
lotr_fr9,"Lord of the Rings, The (9.00 French)",lotr,x,x,,KO!!
lotr_g41,"Lord of the Rings, The (4.10 German)",lotr,x,,,KO!!
lotr_g51,"Lord of the Rings, The (5.01 German)",lotr,x,,,KO!!
lotr_gr,"Lord of the Rings, The (10.00 German)",lotr,x,x,,KO!!
lotr_gr4,"Lord of the Rings, The (4.01 German)",lotr,x,,,KO!!
lotr_gr5,"Lord of the Rings, The (5.00 German)",lotr,x,,,KO!!
lotr_gr6,"Lord of the Rings, The (6.00 German)",lotr,x,,,KO!!
lotr_gr7,"Lord of the Rings, The (7.00 German)",lotr,x,,,KO!!
lotr_gr8,"Lord of the Rings, The (8.00 German)",lotr,x,x,,KO!!
lotr_gr9,"Lord of the Rings, The (9.00 German)",lotr,x,x,,KO!!
lotr_i41,"Lord of the Rings, The (4.10 Italian)",lotr,x,,,KO!!
lotr_i51,"Lord of the Rings, The (5.01 Italian)",lotr,x,,,KO!!
lotr_it,"Lord of the Rings, The (10.00 Italian)",lotr,x,x,,KO!!
lotr_it4,"Lord of the Rings, The (4.01 Italian)",lotr,x,,,KO!!
lotr_it5,"Lord of the Rings, The (5.00 Italian)",lotr,x,,,KO!!
lotr_it6,"Lord of the Rings, The (6.00 Italian)",lotr,x,,,KO!!
lotr_it7,"Lord of the Rings, The (7.00 Italian)",lotr,x,,,KO!!
lotr_it8,"Lord of the Rings, The (8.00 Italian)",lotr,x,x,,KO!!
lotr_it9,"Lord of the Rings, The (9.00 Italian)",lotr,x,x,,KO!!
lotr_le,"Lord of the Rings, The (10.02 Limited Edition)",lotr,x,x,,KO!!
lotr_s51,"Lord of the Rings, The (5.01 Spanish)",lotr,x,,,KO!!
lotr_sp,"Lord of the Rings, The (10.00 Spanish)",lotr,x,x,,KO!!
lotr_sp4,"Lord of the Rings, The (4.01 Spanish)",lotr,x,,,KO!!
lotr_sp5,"Lord of the Rings, The (5.00 Spanish)",lotr,x,,,KO!!
lotr_sp6,"Lord of the Rings, The (6.00 Spanish)",lotr,x,,,KO!!
lotr_sp7,"Lord of the Rings, The (7.00 Spanish)",lotr,x,,,KO!!
lotr_sp8,"Lord of the Rings, The (8.00 Spanish)",lotr,x,x,,KO!!
lotr_sp9,"Lord of the Rings, The (9.00 Spanish)",lotr,x,x,,KO!!
lsrcu_l2,"Laser Cue (L-2)",,x,x,x,OK
lsrcu_l3,"Laser Cue (L-3)",lsrcu_l2,,,,KO!!
lucky_l1,"Lucky Seven (L-1)",,x,x,,OK
lunelle,"Lunelle",,,,,KO!!
lw3_200,"Lethal Weapon 3 (2.00)",lw3_208,x,x,,KO!!
lw3_203,"Lethal Weapon 3 (2.03)",lw3_208,,x,,KO!!
lw3_205,"Lethal Weapon 3 (2.05)",lw3_208,x,x,,KO!!
lw3_207,"Lethal Weapon 3 (2.07 Canadian)",lw3_208,x,,,KO!!
lw3_208,"Lethal Weapon 3 (2.08)",,x,x,x,OK
lw3_208p,"Lethal Weapon 3 (2.08p, Voices Mod)",lw3_208,x,,,KO!!
lw3_300,"Lethal Weapon 3 (3.00 unofficial MOD)",lw3_208,x,,,KO!!
lw3_301,"Lethal Weapon 3 (3.01 unofficial MOD)",lw3_208,x,,,OK
lw3_e204,"Lethal Weapon 3 (2.04 English)",lw3_208,,,,KO!!
lwar_a81,"Laser War (8.1)",lwar_a83,,x,,KO!!
lwar_a83,"Laser War (8.3)",,x,x,x,OK
lwar_e90,"Laser War (9.0 Europe)",lwar_a83,x,x,,KO!!
lzbal_l2,"Laser Ball (L-2)",,x,x,,OK
lzbal_l2ff,"Laser Ball (L-2 Free Play Fix)",lzbal_l2,,x,,KO!!
lzbal_l2sp,"Laser Ball (L-2, PROM Sound)",lzbal_l2,,x,,KO!!
lzbal_l2spff,"Laser Ball (L-2, PROM Sound, Free Play Fix)",lzbal_l2,,x,,KO!!
lzbal_t2,"Laser Ball (T-2 Ted Estes)",lzbal_l2,x,x,,KO!!
lzbal_t2ff,"Laser Ball (T-2 Ted Estes, Free Play Fix)",lzbal_l2,,x,,KO!!
m_mpac,"Mr. & Mrs. Pac-Man Pinball",,x,x,,OK
m_mpaca,"Mr. & Mrs. Pac-Man Pinball (Free Play)",m_mpac,x,x,,OK
m_mpacb,"Mr. & Mrs. Pac-Man Pinball (alternate version)",m_mpac,,x,,KO!!
mac_1808,"Unknown Game (MAC #1808)",,,,,KO!!
mac_zois,"machinaZOIS Virtual Training Center",shaqattq,,,,OK
macattck,"Mac Attack",,,,,OK
macgalxb,"MAC's Galaxy (blue version)",macgalxy,,,,KO!!
macgalxy,"MAC's Galaxy",,,,,KO!!
mach2,"Mach 2",,,,,OK
mach2a,"Mach 2 (alternate set)",mach2,,,,KO!!
macjungl,"MAC Jungle",,,,,KO!!
macjungn,"MAC Jungle (New version)",,,,,KO!!
madrace,"Mad Race",,,,,KO!!
magic,"Magic",,x,x,,OK
magicb,"Magic (MOD rev. 19)",magic,,,,KO!!
magicfp,"Magic (Free Play)",magic,x,x,,OK
marqueen,"Martian Queen",,,,,KO!!
mars,"Mars - God of War",,x,,,OK
mars7,"Mars - God of War (7-digit conversion)",mars,x,,,OK
mars_2,"Mars - God of War (rev. 2 unofficial MOD)",mars,,,,KO!!
marsf,"Mars - God of War (French Speech)",mars,,,,KO!!
marsp,"Mars - God of War (Prototype)",mars,,,,KO!!
mataharb,"Mata Hari (Free Play)",matahari,,x,,KO!!
mataharc,"Mata Hari (Free Play+)",matahari,,x,,KO!!
matahari,"Mata Hari",,,x,,OK
matatest,"Mata Hari (New game rules)",matahari,,,,KO!!
mav_100,"Maverick, The Movie (1.00)",mav_402,x,x,,KO!!
mav_200,"Maverick, The Movie (2.00)",mav_402,,x,,KO!!
mav_400,"Maverick, The Movie (4.00)",mav_402,,x,,KO!!
mav_401,"Maverick, The Movie (4.04, Display 4.01)",mav_402,x,x,,KO!!
mav_402,"Maverick, The Movie (4.04, Display 4.02)",,x,x,,OK
mb_05,"Monster Bash (0.5 Prototype)",mb_10,,,,KO!!
mb_10,"Monster Bash (1.0)",,x,x,,OK
mb_106,"Monster Bash (1.06)",mb_10,x,x,x,OK
mb_106b,"Monster Bash (1.06b)",mb_10,x,x,,OK
mbossy,"Mike Bossy",,,,,KO!!
mcastffp,"Magic Castle (French Speech, Free Play)",mcastle,,,,KO!!
mcastfp,"Magic Castle (Free Play)",mcastle,,,,KO!!
mcastgfp,"Magic Castle (German Speech, Free Play)",mcastle,,,,KO!!
mcastifp,"Magic Castle (Italian Speech, Free Play)",mcastle,,,,KO!!
mcastle,"Magic Castle",,,x,,OK
mcastlef,"Magic Castle (French Speech)",mcastle,,,,KO!!
mcastleg,"Magic Castle (German Speech)",mcastle,,,,KO!!
mcastlei,"Magic Castle (Italian Speech)",mcastle,,,,KO!!
mdntmrdr,"Midnight Marauders (Gun game)",,,,,OK
medusa,"Medusa",,x,x,,OK
medusaa,"Medusa (Free Play)",medusa,x,x,,KO!!
megaatoa,"Meg-Aaton (alternate set)",megaaton,,,,KO!!
megaaton,"Meg-Aaton",,,,,KO!!
memlane,"Memory Lane",,x,x,,OK
memlanfp,"Memory Lane (Free Play)",memlane,,x,,KO!!
mephist1,"Mephisto (rev. 1.1)",mephisto,,,,KO!!
mephisto,"Mephisto (rev. 1.2)",,,,,KO!!
metalman,"Metal Man",,,,,KO!!
meteor,"Meteor",,x,x,x,KO!!
meteora,"Meteor (Bonus Count Offical Fix)",,,x,,KO!!
meteora2,"Meteor (Bonus Count and Sound Fix)",meteor,,x,,KO!!
meteorb,"Meteor (7-digit conversion)",meteor,x,,x,OK
meteorbf,"Meteor (Bonus Count Fix)",meteor,,x,,KO!!
meteorc,"Meteor (7-digit conversion Free Play)",meteor,x,,,KO!!
meteord,"Meteor (/10 Scoring)",meteor,x,,,KO!!
meteore,"Meteor (Bonus Count Fix, MOD, Free Play rev. 64)",meteor,,,,KO!!
meteore7,"Meteor (Bonus Count Fix, MOD, 7-Digit, Free Play rev. 74)",meteor,,,,KO!!
meteorf,"Meteor (Bonus Count Fix, MOD, Free Play rev. 65)",meteor,,,,KO!!
meteorf7,"Meteor (Bonus Count Fix, MOD, 7-Digit, Free Play rev. 75)",meteor,,,,KO!!
meteorfp,"Meteor (Free Play)",meteor,x,,,KO!!
meteorg,"Meteor (Bonus Count Fix, MOD, Free Play rev. 66)",meteor,,,,KO!!
meteorg7,"Meteor (Bonus Count Fix, MOD, 7-Digit, Free Play rev. 76)",meteor,,,,KO!!
meteorns,"Meteor (No Background Sound)",meteor,,,,KO!!
meteort,"Meteor (Taito)",,,,,KO!!
mexicifp,"Mexico 86 (Italian Speech, Free Play)",mexico,,,,KO!!
mexico,"Mexico 86 (German Speech)",,,,,KO!!
mexicofp,"Mexico 86 (German Speech, Free Play)",mexico,,,,KO!!
mexicoi,"Mexico 86 (Italian Speech)",mexico,,,,KO!!
michigan,"Michigan (Bingo)",,,,,KO!!
michkit1,"Michigan Bingo Kit 1 Generation (Bingo)",michigan,,,,KO!!
michkitb,"Michigan Kit Bingo Stake 6/10 (Bingo)",michigan,,,,KO!!
michnew,"Michigan Bingo New (Bingo)",michigan,,,,KO!!
michstake,"Michigan Bingo Stake 6/10 (Bingo)",michigan,,,,KO!!
midearta,"Middle Earth (alternate)",midearth,,,,KO!!
mideartf,"Middle Earth (Free Play)",midearth,,,,KO!!
midearth,"Middle Earth",,,,,KO!!
mideartp,"Middle Earth (Prototype or German)",midearth,,,,KO!!
milln_l3,"Millionaire (L-3)",,x,x,,OK
mj_130,"Michael Jordan (1.30)",,,,x,OK
mm_05,"Medieval Madness (0.50 Prototype)",mm_10,x,,x,KO!!
mm_10,"Medieval Madness (1.0)",,x,x,x,OK
mm_109,"Medieval Madness (1.09)",mm_10,x,x,,OK
mm_109b,"Medieval Madness (1.09B)",mm_10,x,x,,OK
mm_109c,"Medieval Madness (1.09C Profanity)",mm_10,x,x,x,OK
mm_10pfx,"Medieval Madness (1.0 Pinball FX)",mm_10,,,,KO!!
mm_10u,"Medieval Madness (1.0 Ultrapin)",mm_10,x,,,KO!!
mmmaster,"Master (Italian)",,,,,KO!!
mnfb_c27,"Monday Night Football (2.7, 50cts)",mnfb_c29,x,x,x,OK
mnfb_c29,"Monday Night Football (2.9, 50cts)",,,x,,KO!!
mntcr2fp,"Monte Carlo (rev. 2 Free Play)",mntecrlo,,x,,KO!!
mntcrafp,"Monte Carlo (rev. 1 Free Play)",mntecrlo,,x,,KO!!
mntcrffp,"Monte Carlo (French Free Play)",mntecrlo,,x,,KO!!
mntcrfmfp,"Monte Carlo (French Millions option, Free Play)",mntecrlo,,x,,KO!!
mntcrgfp,"Monte Carlo (German Free Play)",mntecrlo,,x,,KO!!
mntcrgmfp,"Monte Carlo (German Millions option, Free Play)",mntecrlo,,x,,KO!!
mntcrmfp,"Monte Carlo (rev. 2 Millions option, Free Play)",mntecrlo,,x,,KO!!
mntecrfp,"Monte Carlo (Free Play)",mntecrlo,,x,,KO!!
mntecrl2,"Monte Carlo (rev. 2)",mntecrlo,,,,KO!!
mntecrla,"Monte Carlo (rev. 1)",mntecrlo,,,,KO!!
mntecrlf,"Monte Carlo (French)",mntecrlo,,,,KO!!
mntecrlg,"Monte Carlo (German)",mntecrlo,,,,KO!!
mntecrlo,"Monte Carlo",,x,x,x,OK
monoi251,"Monopoly (2.51 Italian)",monopoly,,,,KO!!
monop233,"Monopoly (2.33)",monopoly,x,,,KO!!
monop251,"Monopoly (2.51)",monopoly,x,,,KO!!
monop301,"Monopoly (3.01)",monopoly,x,,,KO!!
monopole,"Monopoly (3.03)",monopoly,x,x,,KO!!
monopolf,"Monopoly (3.20 French)",monopoly,x,x,,KO!!
monopolg,"Monopoly (3.20 German)",monopoly,x,x,,KO!!
monopoli,"Monopoly (3.20 Italian)",monopoly,x,x,,KO!!
monopoll,"Monopoly (3.20 Spanish)",monopoly,x,x,,KO!!
monopoly,"Monopoly (3.20)",,x,x,x,OK
monopred,"Monopoly (Coin Dropper)",,,,,KO!!
monrobwl,"Stars & Strikes (Bowler)",,,,,KO!!
montana,"Montana Bingo Stake 6/10 (Bingo)",,,,,KO!!
moonlght,"Moon Light",,,,,KO!!
moonlifp,"Moon Light (Free Play)",moonlght,,,,KO!!
motrdomb,"MotorDome (rev. B)",motrdome,,,,KO!!
motrdome,"MotorDome (rev. D)",,x,,,OK
motrdomg,"MotorDome (German rev. B)",motrdome,,,,KO!!
motrshow,"Motor Show",,,,,OK
motrshwa,"Motor Show (alternate set)",motrshow,,,,OK
mousn_l1,"Mousin' Around! (LA-1)",mousn_l4,x,,,KO!!
mousn_l4,"Mousin' Around! (LA-4)",,x,x,,OK
mousn_l4c,"Mousin' Around! (LA-4C Competition MOD)",mousn_l4,,,,KO!!
mousn_lu,"Mousin' Around! (LU-1 Europe)",mousn_l4,x,,,KO!!
movmastr,"Movie Masters",,,,,KO!!
mrblack,"Mr. Black",,,,,KO!!
mrblack1,"Mr. Black (alternate set)",mrblack,,,,KO!!
mrblkz80,"Mr. Black (Z-80 CPU)",mrblack,,,,KO!!
msdisco,"Miss Disco (Bingo)",,,,,KO!!
mt_120,"Mustang (V1.2)",mt_145h,,,,KO!!
mt_130,"Mustang (V1.3)",mt_145h,,,,KO!!
mt_130h,"Mustang Limited Edition (V1.3)",mt_145h,,,,KO!!
mt_140,"Mustang (V1.4)",mt_145h,x,,,KO!!
mt_140h,"Mustang Limited Edition (V1.4)",mt_145h,x,,,KO!!
mt_140hb,"Mustang Boss (V1.4)",mt_145h,x,,,KO!!
mt_145,"Mustang (V1.45)",mt_145h,x,,,KO!!
mt_145c,"Mustang (V1.45) (Colored MOD)",mt_145h,x,,,KO!!
mt_145h,"Mustang Limited Edition (V1.45)",,x,,x,OK
mt_145hb,"Mustang Boss (V1.45)",mt_145h,x,,,KO!!
mt_145hc,"Mustang Limited Edition (V1.45) (Colored MOD)",mt_145h,x,,,OK
mtl_052,"Metallica (V0.52)",mtl_180h,,,,KO!!
mtl_103,"Metallica (V1.03)",mtl_180h,,,,KO!!
mtl_105,"Metallica (V1.05)",mtl_180h,,,,KO!!
mtl_106,"Metallica (V1.06)",mtl_180h,,,,KO!!
mtl_112,"Metallica (V1.12)",mtl_180h,,,,KO!!
mtl_113,"Metallica (V1.13)",mtl_180h,,,,KO!!
mtl_113h,"Metallica Limited Edition (V1.13)",mtl_180h,,,,KO!!
mtl_116,"Metallica (V1.16)",mtl_180h,,,,KO!!
mtl_116h,"Metallica Limited Edition (V1.16)",mtl_180h,,,,KO!!
mtl_120,"Metallica (V1.2)",mtl_180h,,,,KO!!
mtl_120h,"Metallica Limited Edition (V1.2)",mtl_180h,,,,KO!!
mtl_122,"Metallica (V1.22)",mtl_180h,,,,KO!!
mtl_122h,"Metallica Limited Edition (V1.22)",mtl_180h,,,,KO!!
mtl_150,"Metallica (V1.5)",mtl_180h,,,,KO!!
mtl_150h,"Metallica Limited Edition (V1.5)",mtl_180h,,,,KO!!
mtl_151,"Metallica (V1.51)",mtl_180h,,,,KO!!
mtl_151h,"Metallica Limited Edition (V1.51)",mtl_180h,,,,KO!!
mtl_160,"Metallica (V1.6)",mtl_180h,x,,,KO!!
mtl_160h,"Metallica Limited Edition (V1.6)",mtl_180h,x,,,KO!!
mtl_163,"Metallica (V1.63)",mtl_180h,x,,,KO!!
mtl_163d,"Metallica (V1.63 LED)",mtl_180h,,,,KO!!
mtl_163h,"Metallica Limited Edition (V1.63)",mtl_180h,x,,,KO!!
mtl_164,"Metallica (V1.64)",mtl_180h,x,,,KO!!
mtl_164c,"Metallica (V1.64) (Colored MOD)",mtl_180h,x,,,KO!!
mtl_164h,"Metallica Limited Edition (V1.64)",mtl_180h,x,,,KO!!
mtl_164hc,"Metallica Limited Edition (V1.64) (Colored MOD)",mtl_180h,,,,KO!!
mtl_170,"Metallica (V1.7)",mtl_180h,x,,,KO!!
mtl_170c,"Metallica (V1.7) (Colored MOD)",mtl_180h,x,,,KO!!
mtl_170h,"Metallica Limited Edition (V1.7)",mtl_180h,x,,,OK
mtl_170hc,"Metallica Limited Edition (V1.7) (Colored MOD)",mtl_180h,x,,,KO!!
mtl_180,"Metallica (V1.80.0)",mtl_180h,x,,,OK
mtl_180c,"Metallica (V1.80.0) (Colored MOD)",mtl_180h,x,,,KO!!
mtl_180h,"Metallica Limited Edition (V1.80.0)",,x,x,x,OK
mtl_180hc,"Metallica Limited Edition (V1.80.0) (Colored MOD)",mtl_180h,x,,,OK
mundiafp,"Mundial 90 (Free Play)",mundial,,,,KO!!
mundial,"Mundial 90",,,,,KO!!
mystcasa,"Mystery Castle (R03)",mystcast,,,,OK
mystcast,"Mystery Castle (R02)",,x,,x,OK
mysteria,"Mysterian (Prototype)",,,,,KO!!
mystic,"Mystic",,x,x,,OK
mysticb,"Mystic (7-digit conversion)",mystic,x,x,,OK
myststar,"Mystic Star",,x,,,KO!!
nas301,"NASCAR (3.01)",nascar,x,,,KO!!
nas301l,"NASCAR (3.01 Spanish)",nascar,x,,,KO!!
nas340,"NASCAR (3.40)",nascar,x,,,KO!!
nas340l,"NASCAR (3.40 Spanish)",nascar,x,,,KO!!
nas350,"NASCAR (3.50)",nascar,x,,,KO!!
nas350l,"NASCAR (3.50 Spanish)",nascar,x,,,KO!!
nas352,"NASCAR (3.52)",nascar,x,,,KO!!
nas352l,"NASCAR (3.52 Spanish)",nascar,x,,,KO!!
nas400,"NASCAR (4.00)",nascar,x,,,KO!!
nas400l,"NASCAR (4.00 Spanish)",nascar,x,,,KO!!
nascar,"NASCAR (4.50)",,x,,,OK
nascarl,"NASCAR (4.50 Spanish)",nascar,x,,,KO!!
nautilus,"Nautilus",,,,,OK
nba_500,"NBA (V5.0)",nba_802,,,,KO!!
nba_600,"NBA (V6.0)",nba_802,,,,KO!!
nba_700,"NBA (V7.0)",nba_802,,,,KO!!
nba_801,"NBA (V8.01)",nba_802,x,,,KO!!
nba_802,"NBA (V8.02)",,x,,,OK
nbaf_11,"NBA Fastbreak (1.1 / S1.0)",nbaf_31,x,,,KO!!
nbaf_115,"NBA Fastbreak (1.15 / S1.0)",nbaf_31,x,,,KO!!
nbaf_11a,"NBA Fastbreak (1.1 / S2.0 German)",nbaf_31,x,,,KO!!
nbaf_11s,"NBA Fastbreak (1.1 / S0.4)",nbaf_31,x,,,KO!!
nbaf_21,"NBA Fastbreak (2.1 / S3.0 English/German)",nbaf_31,x,,,KO!!
nbaf_22,"NBA Fastbreak (2.2 / S3.0 English/German)",nbaf_31,x,,,KO!!
nbaf_23,"NBA Fastbreak (2.3 / S3.0 English/German)",nbaf_31,x,,,KO!!
nbaf_31,"NBA Fastbreak (3.1 / S3.0 English/German)",,x,x,x,OK
nbamac,"NBA MAC",,,,,KO!!
nemesis,"Nemesis",,,,,KO!!
newdixie,"New Dixieland (Bingo)",,,,,KO!!
newwave,"New Wave",blakpyra,,x,,OK
nf_08x,"No Fear: Dangerous Sports (0.8X Export Prototype / S1.0)",nf_23x,,,,KO!!
nf_101,"No Fear: Dangerous Sports (1.01F LED Ghost Fix / S1.0)",nf_23x,,,,KO!!
nf_10f,"No Fear: Dangerous Sports (1.0F French / S1.0)",nf_23x,,,,KO!!
nf_11x,"No Fear: Dangerous Sports (1.1X Export / S1.1)",nf_23x,,,,KO!!
nf_20,"No Fear: Dangerous Sports (2.0 / S1.1)",nf_23x,x,x,,KO!!
nf_22,"No Fear: Dangerous Sports (2.2 / S1.1)",nf_23x,x,x,,KO!!
nf_23,"No Fear: Dangerous Sports (2.3 / S1.1)",nf_23x,x,x,,KO!!
nf_23f,"No Fear: Dangerous Sports (2.3F French / S1.1)",nf_23x,x,x,,KO!!
nf_23x,"No Fear: Dangerous Sports (2.3X Export / S1.1)",,x,x,x,OK
nfl,"NFL",,x,x,,OK
ngg_10,"No Good Gofers (1.0)",ngg_13,x,,,KO!!
ngg_12,"No Good Gofers (1.2)",ngg_13,,,,KO!!
ngg_13,"No Good Gofers (1.3)",,x,x,x,OK
ngg_p06,"No Good Gofers (p0.6 Prototype)",ngg_13,x,,,KO!!
ngndshkb,"Nitro Groundshaker (7-digit conversion)",ngndshkr,x,x,,OK
ngndshkm,"Nitro Groundshaker (7-digit conversion with siren patch)",ngndshkr,x,,,KO!!
ngndshkr,"Nitro Groundshaker",,x,x,,OK
ngtfever,"Night Fever",,,,,KO!!
nightr20,"Night Rider (rev. 20)",nightrdr,x,x,,OK
nightrdb,"Night Rider (Free Play)",nightrdr,x,x,,KO!!
nightrdc,"Night Rider (Free Play+)",nightrdr,,x,,KO!!
nightrdr,"Night Rider (rev. 21)",,x,x,,OK
ninebafp,"Nine Ball (Free Play)",nineball,x,,,KO!!
ninebala,"Nine Ball (Ball handling MOD beta18)",nineball,,,,KO!!
ninebalb,"Nine Ball (modified rules rev. 85)",nineball,x,,,KO!!
ninebalc,"Nine Ball (Ball handling MOD beta19)",nineball,,,,KO!!
ninebald,"Nine Ball (Gameplay MOD beta21)",nineball,,,,KO!!
nineball,"Nine Ball",,x,x,,OK
nmoves,"Night Moves",,,x,,OK
nmovesfp,"Night Moves (Free Play)",nmoves,,x,,KO!!
nstrpffp,"New Star's Phoenix (French Speech, Free Play)",nstrphnx,,,,KO!!
nstrphfp,"New Star's Phoenix (Italian Speech, Free Play)",nstrphnx,,,,KO!!
nstrphnf,"New Star's Phoenix (French Speech)",nstrphnx,,,,KO!!
nstrphnx,"New Star's Phoenix (Italian Speech)",,,,,KO!!
nudgeit,"Nudge It",,,,,OK
nugent,"Nugent",,x,x,,OK
nugentfp,"Nugent (Free Play)",nugent,x,x,,KO!!
obaoba,"Oba-Oba",,,,,KO!!
obaoba1,"Oba-Oba (alternate set)",obaoba,,,,KO!!
obaobao,"Oba-Oba (old hardware)",obaoba,,,,KO!!
odin,"Odin",,,,,KO!!
odin_dlx,"Odin De Luxe",odin,x,,x,OK
odinp,"Odin (Prototype)",odin,,,,KO!!
odisea,"Odisea Paris-Dakar",,,,,KO!!
olympic,"Olympic Games",,,,,KO!!
olympus,"Olympus",,,,,KO!!
omni_l1,"Omni (Shuffle) (L-1)",,,,,KO!!
opthund,"Operation Thunder",,x,x,x,OK
orbit1,"Orbit 1",,,,,KO!!
orbitofp,"Orbitor 1 (Free Play)",orbitor1,x,,,KO!!
orbitor1,"Orbitor 1",,x,x,,KO!!
orbitora,"Orbitor 1 (MOD)",orbitor1,x,,,KO!!
orbitorb,"Orbitor 1 (MOD Free Play)",orbitor1,x,,,KO!!
orbitorc,"Orbitor 1 (MOD No Timed Game)",orbitor1,,,,KO!!
panther7,"Panthera (7-digit conversion)",panthera,x,,,OK
panthera,"Panthera",,x,,,OK
papillon,"Papillon",,,,,KO!!
paragon,"Paragon",,x,x,,OK
paragonb,"Paragon (7-digit conversion rev. 20)",paragon,x,x,x,KO!!
paragonc,"Paragon (Free Play rev. 3)",paragon,x,x,,KO!!
paragond,"Paragon (/10 Scoring Free Play)",paragon,x,x,,KO!!
party,"Party",,,,,KO!!
pb_j1,"Pin-Bot (PEMBOT (no relation) J-1)",pb_l5,,,,KO!!
pb_j2,"Pin-Bot (PEMBOT (no relation) J-2)",pb_l5,,,,KO!!
pb_j3,"Pin-Bot (PEMBOT (no relation) J-3)",pb_l5,,,,KO!!
pb_l1,"Pin-Bot (L-1)",pb_l5,,,,KO!!
pb_l2,"Pin-Bot (L-2)",pb_l5,x,,,KO!!
pb_l3,"Pin-Bot (L-3)",pb_l5,x,,,KO!!
pb_l5,"Pin-Bot (L-5)",,x,x,,OK
pb_l5h,"Pin-Bot (L-5, Free Play / Solar Value Mod)",pb_l5,,,,KO!!
pb_p4,"Pin-Bot (P-4 Prototype)",pb_l5,,,,KO!!
pecmen,"Mr. & Mrs. Pec-Men",,,,,KO!!
penalty,"Penalty (Bingo)",,,,,KO!!
pentacp2,"Pentacup (rev. 2)",,,,,KO!!
pentacps,"Pentacup (rev. S)",pentacp2,,,,KO!!
pentacpt,"Pentacup (rev. T)",pentacp2,,,,KO!!
pentacup,"Pentacup (rev. 1)",,,,,KO!!
petaco,"Petaco",,,,,KO!!
petaco2,"Petaco 2",,,,,KO!!
petacon,"Petaco (new hardware)",,,,,KO!!
petacona,"Petaco (new hardware, alternate set)",petacon,,,,KO!!
pfevr_l2,"Pennant Fever Baseball (L-2)",,,,,KO!!
pfevr_p3,"Pennant Fever Baseball (P-3 Prototype)",pfevr_l2,,,,KO!!
ph_04,"Phantom Haus (0.4 Prototype)",,,,,KO!!
pharo_l2,"Pharaoh (L-2)",,x,x,,OK
pharo_l2b,"Pharaoh (L-2 Tomb Sound Fix MOD)",pharo_l2,,,,KO!!
phnix_l1,"Phoenix (L-1)",,x,x,x,OK
phntmshp,"Phantom Ship",,,,,KO!!
pimbal,"Pimbal (Pinball 3000)",,,,,KO!!
pinbalfp,"Pinball (Free Play)",pinball,x,x,,KO!!
pinball,"Pinball",,x,x,,OK
pinc7ffp,"Pinball Champ (7-digits, French Speech, Free Play)",pinchamp,,,,KO!!
pinc7fp,"Pinball Champ (7-digits, Free Play)",pinchamp,,,,KO!!
pinc7gfp,"Pinball Champ (7-digits, German Speech, Free Play)",pinchamp,,,,KO!!
pinc7ifp,"Pinball Champ (7-digits, Italian Speech, Free Play)",pinchamp,,,,KO!!
pincffp,"Pinball Champ (French Speech, Free Play)",pinchamp,,,,KO!!
pincfp,"Pinball Champ (Free Play)",pinchamp,,,,KO!!
pincgfp,"Pinball Champ (German Speech, Free Play)",pinchamp,,,,KO!!
